"Name","API Name","Instance Memory","vCPUs","GPUs","Instance Storage","Network Performance","On Demand","Linux Reserved cost","Linux Spot Minimum cost","Windows On Demand cost","Windows Reserved cost"
"T4G Nano","t4g.nano","0.5 GiB","2 vCPUs                                                         for a                   1h 12m                   burst","0","EBS only","Up to 5 Gigabit","$0.0042 hourly","$0.0026 hourly","$0.0007 hourly","unavailable","unavailable"
"T3A Nano","t3a.nano","0.5 GiB","2 vCPUs                                                         for a                   1h 12m                   burst","0","EBS only","Up to 5 Gigabit","$0.0047 hourly","$0.0029 hourly","$0.0012 hourly","$0.0093 hourly","$0.0075 hourly"
"T3 Nano","t3.nano","0.5 GiB","2 vCPUs                                                         for a                   1h 12m                   burst","0","EBS only","Up to 5 Gigabit","$0.0052 hourly","$0.0033 hourly","$0.0007 hourly","$0.0098 hourly","$0.0079 hourly"
"T2 Nano","t2.nano","0.5 GiB","1 vCPUs                                                         for a                   1h 12m                   burst","0","EBS only","Low to Moderate","$0.0058 hourly","$0.0036 hourly","unavailable","$0.0081 hourly","$0.0059 hourly"
"T4G Micro","t4g.micro","1.0 GiB","2 vCPUs                                                         for a                   2h 24m                   burst","0","EBS only","Up to 5 Gigabit","$0.0084 hourly","$0.0053 hourly","$0.0026 hourly","unavailable","unavailable"
"T3A Micro","t3a.micro","1.0 GiB","2 vCPUs                                                         for a                   2h 24m                   burst","0","EBS only","Up to 5 Gigabit","$0.0094 hourly","$0.0059 hourly","$0.0028 hourly","$0.0186 hourly","$0.0151 hourly"
"T3 Micro","t3.micro","1.0 GiB","2 vCPUs                                                         for a                   2h 24m                   burst","0","EBS only","Up to 5 Gigabit","$0.0104 hourly","$0.0065 hourly","$0.0024 hourly","$0.0196 hourly","$0.0157 hourly"
"T2 Micro","t2.micro","1.0 GiB","1 vCPUs                                                         for a                   2h 24m                   burst","0","EBS only","Low to Moderate","$0.0116 hourly","$0.0072 hourly","$0.0019 hourly","$0.0162 hourly","$0.0118 hourly"
"T4G Small","t4g.small","2.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","0","EBS only","Up to 5 Gigabit","$0.0168 hourly","$0.0105 hourly","$0.0059 hourly","unavailable","unavailable"
"T3A Small","t3a.small","2.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","0","EBS only","Up to 5 Gigabit","$0.0188 hourly","$0.0118 hourly","$0.0054 hourly","$0.0372 hourly","$0.0302 hourly"
"T1 Micro","t1.micro","0.613 GiB","1 vCPUs","0","EBS only","Very Low","$0.0200 hourly","$0.0140 hourly","$0.0020 hourly","$0.0200 hourly","$0.0150 hourly"
"T3 Small","t3.small","2.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","0","EBS only","Up to 5 Gigabit","$0.0208 hourly","$0.0130 hourly","$0.0057 hourly","$0.0392 hourly","$0.0314 hourly"
"T2 Small","t2.small","2.0 GiB","1 vCPUs                                                         for a                   4h 48m                   burst","0","EBS only","Low to Moderate","$0.0230 hourly","$0.0144 hourly","$0.0060 hourly","$0.0320 hourly","$0.0236 hourly"
"A1 Medium","a1.medium","2.0 GiB","1 vCPUs","0","EBS only","Up to 10 Gigabit","$0.0255 hourly","$0.0161 hourly","$0.0254 hourly","unavailable","unavailable"
"T4G Medium","t4g.medium","4.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","0","EBS only","Up to 5 Gigabit","$0.0336 hourly","$0.0211 hourly","$0.0084 hourly","unavailable","unavailable"
"C6G Medium","c6g.medium","2.0 GiB","1 vCPUs","0","EBS only","Up to 10 Gigabit","$0.0340 hourly","$0.0214 hourly","$0.0078 hourly","unavailable","unavailable"
"C7G Medium","c7g.medium","2.0 GiB","1 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0363 hourly","$0.0239 hourly","$0.0061 hourly","unavailable","unavailable"
"T3A Medium","t3a.medium","4.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","0","EBS only","Up to 5 Gigabit","$0.0376 hourly","$0.0236 hourly","$0.0104 hourly","$0.0560 hourly","$0.0420 hourly"
"C6GD Medium","c6gd.medium","2.0 GiB","1 vCPUs","0","59 GB                 NVMe SSD","Up to 10 Gigabit","$0.0384 hourly","$0.0242 hourly","$0.0055 hourly","unavailable","unavailable"
"M6G Medium","m6g.medium","4.0 GiB","1 vCPUs","0","EBS only","Up to 10 Gigabit","$0.0385 hourly","$0.0241 hourly","$0.0106 hourly","unavailable","unavailable"
"C8G Medium","c8g.medium","2.0 GiB","1 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0399 hourly","$0.0263 hourly","$0.0040 hourly","unavailable","unavailable"
"M7G Medium","m7g.medium","4.0 GiB","1 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0408 hourly","$0.0270 hourly","$0.0114 hourly","unavailable","unavailable"
"T3 Medium","t3.medium","4.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","0","EBS only","Up to 5 Gigabit","$0.0416 hourly","$0.0261 hourly","$0.0161 hourly","$0.0600 hourly","$0.0445 hourly"
"C6GN Medium","c6gn.medium","2.0 GiB","1 vCPUs","0","EBS only","Up to 16 Gigabit","$0.0432 hourly","$0.0273 hourly","$0.0043 hourly","unavailable","unavailable"
"M1 General Purpose Small","m1.small","1.7 GiB","1 vCPUs","0","160 GB                 HDD","Low","$0.0440 hourly","$0.0280 hourly","$0.0044 hourly","$0.0750 hourly","$0.0570 hourly"
"M8G Medium","m8g.medium","4.0 GiB","1 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0449 hourly","$0.0297 hourly","$0.0124 hourly","unavailable","unavailable"
"M6GD Medium","m6gd.medium","4.0 GiB","1 vCPUs","0","59 GB                 NVMe SSD","Up to 10 Gigabit","$0.0452 hourly","$0.0285 hourly","$0.0107 hourly","unavailable","unavailable"
"C7GD Medium","c7gd.medium","2.0 GiB","1 vCPUs","0","59 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.0454 hourly","$0.0286 hourly","$0.0080 hourly","unavailable","unavailable"
"T2 Medium","t2.medium","4.0 GiB","2 vCPUs                                                         for a                   4h 48m                   burst","0","EBS only","Low to Moderate","$0.0464 hourly","$0.0287 hourly","$0.0112 hourly","$0.0644 hourly","$0.0467 hourly"
"R6G Medium","r6g.medium","8.0 GiB","1 vCPUs","0","EBS only","Up to 10 Gigabit","$0.0504 hourly","$0.0318 hourly","$0.0158 hourly","unavailable","unavailable"
"A1 Large","a1.large","4.0 GiB","2 vCPUs","0","EBS only","Up to 10 Gigabit","$0.0510 hourly","$0.0321 hourly","$0.0508 hourly","unavailable","unavailable"
"C7A Medium","c7a.medium","2.0 GiB","1 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0513 hourly","$0.0340 hourly","$0.0114 hourly","$0.0973 hourly","$0.0799 hourly"
"M7GD Medium","m7gd.medium","4.0 GiB","1 vCPUs","0","59 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.0534 hourly","$0.0336 hourly","$0.0085 hourly","unavailable","unavailable"
"R7G Medium","r7g.medium","8.0 GiB","1 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0536 hourly","$0.0354 hourly","$0.0218 hourly","unavailable","unavailable"
"R6GD Medium","r6gd.medium","8.0 GiB","1 vCPUs","0","59 GB                 NVMe SSD","Up to 10 Gigabit","$0.0576 hourly","$0.0363 hourly","$0.0190 hourly","unavailable","unavailable"
"M7A Medium","m7a.medium","4.0 GiB","1 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0580 hourly","$0.0383 hourly","$0.0162 hourly","$0.1040 hourly","$0.0843 hourly"
"R8G Medium","r8g.medium","8.0 GiB","1 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0589 hourly","$0.0390 hourly","$0.0184 hourly","unavailable","unavailable"
"C7GN Medium","c7gn.medium","2.0 GiB","1 vCPUs","0","EBS only","Up to 25 Gigabit","$0.0624 hourly","$0.0393 hourly","$0.0074 hourly","unavailable","unavailable"
"M3 General Purpose Medium","m3.medium","3.75 GiB","1 vCPUs","0","4 GB                 SSD","Moderate","$0.0670 hourly","$0.0480 hourly","$0.0135 hourly","$0.1300 hourly","$0.1000 hourly"
"T4G Large","t4g.large","8.0 GiB","2 vCPUs                                                         for a                   7h 12m                   burst","0","EBS only","Up to 5 Gigabit","$0.0672 hourly","$0.0421 hourly","$0.0123 hourly","unavailable","unavailable"
"R7GD Medium","r7gd.medium","8.0 GiB","1 vCPUs","0","59 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.0680 hourly","$0.0428 hourly","$0.0187 hourly","unavailable","unavailable"
"C6G Large","c6g.large","4.0 GiB","2 vCPUs","0","EBS only","Up to 10 Gigabit","$0.0680 hourly","$0.0428 hourly","$0.0218 hourly","unavailable","unavailable"
"C7G Large","c7g.large","4.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0725 hourly","$0.0478 hourly","$0.0271 hourly","unavailable","unavailable"
"T3A Large","t3a.large","8.0 GiB","2 vCPUs                                                         for a                   7h 12m                   burst","0","EBS only","Up to 5 Gigabit","$0.0752 hourly","$0.0471 hourly","$0.0215 hourly","$0.1028 hourly","$0.0747 hourly"
"R7A Medium","r7a.medium","8.0 GiB","1 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0761 hourly","$0.0503 hourly","$0.0208 hourly","$0.1221 hourly","$0.0963 hourly"
"C6A Large","c6a.large","4.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0765 hourly","$0.0506 hourly","$0.0265 hourly","$0.1685 hourly","$0.1426 hourly"
"C6GD Large","c6gd.large","4.0 GiB","2 vCPUs","0","118 GB                 NVMe SSD","Up to 10 Gigabit","$0.0768 hourly","$0.0484 hourly","$0.0233 hourly","unavailable","unavailable"
"M6G Large","m6g.large","8.0 GiB","2 vCPUs","0","EBS only","Up to 10 Gigabit","$0.0770 hourly","$0.0483 hourly","$0.0216 hourly","unavailable","unavailable"
"C5A Large","c5a.large","4.0 GiB","2 vCPUs","0","EBS only","Up to 10 Gigabit","$0.0770 hourly","$0.0490 hourly","$0.0273 hourly","$0.1690 hourly","$0.1410 hourly"
"C8G Large","c8g.large","4.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0798 hourly","$0.0526 hourly","$0.0239 hourly","unavailable","unavailable"
"M7G Large","m7g.large","8.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0816 hourly","$0.0540 hourly","$0.0256 hourly","unavailable","unavailable"
"T3 Large","t3.large","8.0 GiB","2 vCPUs                                                         for a                   7h 12m                   burst","0","EBS only","Up to 5 Gigabit","$0.0832 hourly","$0.0522 hourly","$0.0275 hourly","$0.1108 hourly","$0.0798 hourly"
"X2GD Medium","x2gd.medium","16.0 GiB","1 vCPUs","0","59 GB                 NVMe SSD","Up to 10 Gigabit","$0.0835 hourly","$0.0515 hourly","$0.0201 hourly","unavailable","unavailable"
"C7I-FLEX Large","c7i-flex.large","4.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0848 hourly","$0.0561 hourly","$0.0254 hourly","$0.1722 hourly","$0.1435 hourly"
"C6I Large","c6i.large","4.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0850 hourly","$0.0562 hourly","$0.0226 hourly","$0.1770 hourly","$0.1482 hourly"
"C5 High-CPU Large","c5.large","4.0 GiB","2 vCPUs","0","EBS only","Up to 10 Gigabit","$0.0850 hourly","$0.0540 hourly","$0.0327 hourly","$0.1770 hourly","$0.1460 hourly"
"C5AD Large","c5ad.large","4.0 GiB","2 vCPUs","0","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.0860 hourly","$0.0540 hourly","$0.0322 hourly","$0.1780 hourly","$0.1460 hourly"
"M5A Large","m5a.large","8.0 GiB","2 vCPUs","0","EBS only","Up to 10 Gigabit","$0.0860 hourly","$0.0540 hourly","$0.0294 hourly","$0.1780 hourly","$0.1460 hourly"
"M6A Large","m6a.large","8.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0864 hourly","$0.0571 hourly","$0.0282 hourly","$0.1784 hourly","$0.1492 hourly"
"C6GN Large","c6gn.large","4.0 GiB","2 vCPUs","0","EBS only","Up to 25 Gigabit","$0.0864 hourly","$0.0545 hourly","$0.0254 hourly","unavailable","unavailable"
"M1 General Purpose Medium","m1.medium","3.75 GiB","1 vCPUs","0","410 GB                 HDD","Moderate","$0.0870 hourly","$0.0560 hourly","$0.0087 hourly","$0.1490 hourly","$0.1150 hourly"
"C7I Large","c7i.large","4.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0892 hourly","$0.0590 hourly","$0.0285 hourly","$0.1812 hourly","$0.1510 hourly"
"M8G Large","m8g.large","8.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0898 hourly","$0.0594 hourly","$0.0296 hourly","unavailable","unavailable"
"M6GD Large","m6gd.large","8.0 GiB","2 vCPUs","0","118 GB                 NVMe SSD","Up to 10 Gigabit","$0.0904 hourly","$0.0570 hourly","$0.0282 hourly","unavailable","unavailable"
"C7GD Large","c7gd.large","4.0 GiB","2 vCPUs","0","118 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.0907 hourly","$0.0572 hourly","$0.0278 hourly","unavailable","unavailable"
"T2 Large","t2.large","8.0 GiB","2 vCPUs                                                         for a                   7h 12m                   burst","0","EBS only","Low to Moderate","$0.0928 hourly","$0.0575 hourly","$0.0256 hourly","$0.1208 hourly","$0.0855 hourly"
"M7I-FLEX Large","m7i-flex.large","8.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0958 hourly","$0.0633 hourly","$0.0255 hourly","$0.1832 hourly","$0.1507 hourly"
"M6I Large","m6i.large","8.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0960 hourly","$0.0635 hourly","$0.0277 hourly","$0.1880 hourly","$0.1555 hourly"
"C5 High-CPU Large","c5d.large","4.0 GiB","2 vCPUs","0","50 GB                 NVMe SSD","Up to 10 Gigabit","$0.0960 hourly","$0.0600 hourly","$0.0327 hourly","$0.1880 hourly","$0.1520 hourly"
"M5 General Purpose Large","m5.large","8.0 GiB","2 vCPUs","0","EBS only","Up to 10 Gigabit","$0.0960 hourly","$0.0600 hourly","$0.0297 hourly","$0.1880 hourly","$0.1520 hourly"
"X8G Medium","x8g.medium","16.0 GiB","1 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.0977 hourly","$0.0602 hourly","$0.0153 hourly","unavailable","unavailable"
"C4 High-CPU Large","c4.large","3.75 GiB","2 vCPUs","0","EBS only","Moderate","$0.1000 hourly","$0.0630 hourly","$0.0323 hourly","$0.1920 hourly","$0.1550 hourly"
"M4 General Purpose Large","m4.large","8.0 GiB","2 vCPUs","0","EBS only","Moderate","$0.1000 hourly","$0.0620 hourly","$0.0331 hourly","$0.1920 hourly","$0.1540 hourly"
"C6ID Large","c6id.large","4.0 GiB","2 vCPUs","0","118 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.1008 hourly","$0.0635 hourly","$0.0282 hourly","$0.1928 hourly","$0.1555 hourly"
"M7I Large","m7i.large","8.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.1008 hourly","$0.0667 hourly","$0.0296 hourly","$0.1928 hourly","$0.1587 hourly"
"R6G Large","r6g.large","16.0 GiB","2 vCPUs","0","EBS only","Up to 10 Gigabit","$0.1008 hourly","$0.0635 hourly","$0.0255 hourly","unavailable","unavailable"
"A1 Extra Large","a1.xlarge","8.0 GiB","4 vCPUs","0","EBS only","Up to 10 Gigabit","$0.1020 hourly","$0.0643 hourly","$0.1014 hourly","unavailable","unavailable"
"C7A Large","c7a.large","4.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.1026 hourly","$0.0679 hourly","$0.0349 hourly","$0.1946 hourly","$0.1599 hourly"
"M5AD Large","m5ad.large","8.0 GiB","2 vCPUs","0","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1030 hourly","$0.0650 hourly","$0.0408 hourly","$0.1950 hourly","$0.1570 hourly"
"C3 High-CPU Large","c3.large","3.75 GiB","2 vCPUs","0","32 GB                 (2 * 16 GB SSD)","Moderate","$0.1050 hourly","$0.0730 hourly","$0.0295 hourly","$0.1880 hourly","$0.1650 hourly"
"M7GD Large","m7gd.large","8.0 GiB","2 vCPUs","0","118 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.1068 hourly","$0.0673 hourly","$0.0328 hourly","unavailable","unavailable"
"R7G Large","r7g.large","16.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.1071 hourly","$0.0708 hourly","$0.0301 hourly","unavailable","unavailable"
"C5N Large","c5n.large","5.25 GiB","2 vCPUs","0","EBS only","Up to 25 Gigabit","$0.1080 hourly","$0.0680 hourly","$0.0357 hourly","$0.2000 hourly","$0.1600 hourly"
"R5A Large","r5a.large","16.0 GiB","2 vCPUs","0","EBS only","Up to 10 Gigabit","$0.1130 hourly","$0.0710 hourly","$0.0359 hourly","$0.2050 hourly","$0.1630 hourly"
"M5 General Purpose Large","m5d.large","8.0 GiB","2 vCPUs","0","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1130 hourly","$0.0710 hourly","$0.0382 hourly","$0.2050 hourly","$0.1630 hourly"
"R6A Large","r6a.large","16.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.1134 hourly","$0.0750 hourly","$0.0241 hourly","$0.2054 hourly","$0.1670 hourly"
"C6IN Large","c6in.large","4.0 GiB","2 vCPUs","0","EBS only","Up to 25 Gigabit","$0.1134 hourly","$0.0714 hourly","$0.0363 hourly","$0.2054 hourly","$0.1634 hourly"
"R6GD Large","r6gd.large","16.0 GiB","2 vCPUs","0","118 GB                 NVMe SSD","Up to 10 Gigabit","$0.1152 hourly","$0.0726 hourly","$0.0362 hourly","unavailable","unavailable"
"M7A Large","m7a.large","8.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.1159 hourly","$0.0767 hourly","$0.0345 hourly","$0.2079 hourly","$0.1687 hourly"
"R8G Large","r8g.large","16.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.1178 hourly","$0.0779 hourly","$0.0426 hourly","unavailable","unavailable"
"M6ID Large","m6id.large","8.0 GiB","2 vCPUs","0","118 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.1187 hourly","$0.0747 hourly","$0.0349 hourly","$0.2107 hourly","$0.1668 hourly"
"M5N Large","m5n.large","8.0 GiB","2 vCPUs","0","EBS only","Up to 25 Gigabit","$0.1190 hourly","$0.0750 hourly","$0.0452 hourly","$0.2110 hourly","$0.1670 hourly"
"C7GN Large","c7gn.large","4.0 GiB","2 vCPUs","0","EBS only","Up to 30 Gigabit","$0.1248 hourly","$0.0786 hourly","$0.0228 hourly","unavailable","unavailable"
"R6I Large","r6i.large","16.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.1260 hourly","$0.0833 hourly","$0.0357 hourly","$0.2180 hourly","$0.1754 hourly"
"R5 Large","r5.large","16.0 GiB","2 vCPUs","0","EBS only","Up to 10 Gigabit","$0.1260 hourly","$0.0790 hourly","$0.0429 hourly","$0.2180 hourly","$0.1710 hourly"
"C1 High-CPU Medium","c1.medium","1.7 GiB","2 vCPUs","0","350 GB                 HDD","Moderate","$0.1300 hourly","$0.0910 hourly","$0.0189 hourly","$0.2100 hourly","$0.1790 hourly"
"R5AD Large","r5ad.large","16.0 GiB","2 vCPUs","0","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1310 hourly","$0.0830 hourly","$0.0380 hourly","$0.2230 hourly","$0.1750 hourly"
"R7I Large","r7i.large","16.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.1323 hourly","$0.0875 hourly","$0.0434 hourly","$0.2243 hourly","$0.1795 hourly"
"R4 High-Memory Large","r4.large","15.25 GiB","2 vCPUs","0","EBS only","Up to 10 Gigabit","$0.1330 hourly","$0.0840 hourly","$0.0310 hourly","$0.2250 hourly","$0.1760 hourly"
"M3 General Purpose Large","m3.large","7.5 GiB","2 vCPUs","0","32 GB                 SSD","Moderate","$0.1330 hourly","$0.0950 hourly","$0.0342 hourly","$0.2590 hourly","$0.1990 hourly"
"T4G Extra Large","t4g.xlarge","16.0 GiB","4 vCPUs                                                         for a                   9h 36m                   burst","0","EBS only","Up to 5 Gigabit","$0.1344 hourly","$0.0843 hourly","$0.0444 hourly","unavailable","unavailable"
"C6G Extra Large","c6g.xlarge","8.0 GiB","4 vCPUs","0","EBS only","Up to 10 Gigabit","$0.1360 hourly","$0.0857 hourly","$0.0487 hourly","unavailable","unavailable"
"M5DN Large","m5dn.large","8.0 GiB","2 vCPUs","0","75 GB                 NVMe SSD","Up to 25 Gigabit","$0.1360 hourly","$0.0860 hourly","$0.0447 hourly","$0.2280 hourly","$0.1780 hourly"
"R7GD Large","r7gd.large","16.0 GiB","2 vCPUs","0","118 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.1361 hourly","$0.0855 hourly","$0.0435 hourly","unavailable","unavailable"
"M6IN Large","m6in.large","8.0 GiB","2 vCPUs","0","EBS only","Up to 25 Gigabit","$0.1392 hourly","$0.0877 hourly","$0.0445 hourly","$0.2312 hourly","$0.1797 hourly"
"R5D Large","r5d.large","16.0 GiB","2 vCPUs","0","75 GB                 NVMe SSD","Up to 10 Gigabit","$0.1440 hourly","$0.0910 hourly","$0.0493 hourly","$0.2360 hourly","$0.1830 hourly"
"IS4GEN Medium","is4gen.medium","6.0 GiB","1 vCPUs","0","937 GB                 NVMe SSD","Up to 25 Gigabit","$0.1441 hourly","$0.0983 hourly","$0.0144 hourly","unavailable","unavailable"
"C7G Extra Large","c7g.xlarge","8.0 GiB","4 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.1450 hourly","$0.0955 hourly","$0.0505 hourly","unavailable","unavailable"
"R5B Large","r5b.large","16.0 GiB","2 vCPUs","0","EBS only","Up to 10 Gigabit","$0.1490 hourly","$0.0939 hourly","$0.0494 hourly","$0.2410 hourly","$0.1859 hourly"
"R5N Large","r5n.large","16.0 GiB","2 vCPUs","0","EBS only","Up to 25 Gigabit","$0.1490 hourly","$0.0940 hourly","$0.0484 hourly","$0.2410 hourly","$0.1860 hourly"
"T3A Extra Large","t3a.xlarge","16.0 GiB","4 vCPUs                                                         for a                   9h 36m                   burst","0","EBS only","Up to 5 Gigabit","$0.1504 hourly","$0.0943 hourly","$0.0301 hourly","$0.2240 hourly","$0.1679 hourly"
"R6ID Large","r6id.large","16.0 GiB","2 vCPUs","0","118 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.1512 hourly","$0.0950 hourly","$0.0462 hourly","$0.2432 hourly","$0.1870 hourly"
"R7A Large","r7a.large","16.0 GiB","2 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.1522 hourly","$0.1007 hourly","$0.0521 hourly","$0.2442 hourly","$0.1926 hourly"
"C6A Extra Large","c6a.xlarge","8.0 GiB","4 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.1530 hourly","$0.1012 hourly","$0.0568 hourly","$0.3370 hourly","$0.2852 hourly"
"C6GD Extra Large","c6gd.xlarge","8.0 GiB","4 vCPUs","0","237 GB                 NVMe SSD","Up to 10 Gigabit","$0.1536 hourly","$0.0968 hourly","$0.0554 hourly","unavailable","unavailable"
"C5A Extra Large","c5a.xlarge","8.0 GiB","4 vCPUs","0","EBS only","Up to 10 Gigabit","$0.1540 hourly","$0.0970 hourly","$0.0598 hourly","$0.3380 hourly","$0.2810 hourly"
"M6G Extra Large","m6g.xlarge","16.0 GiB","4 vCPUs","0","EBS only","Up to 10 Gigabit","$0.1540 hourly","$0.0966 hourly","$0.0382 hourly","unavailable","unavailable"
"I4G Large","i4g.large","16.0 GiB","2 vCPUs","0","468 GB                 NVMe SSD","Up to 10 Gigabit","$0.1544 hourly","$0.1002 hourly","$0.0506 hourly","unavailable","unavailable"
"I3 High I/O Large","i3.large","15.25 GiB","2 vCPUs","0","475 GB                 NVMe SSD","Up to 10 Gigabit","$0.1560 hourly","$0.1070 hourly","$0.0227 hourly","$0.2480 hourly","$0.1990 hourly"
"M6IDN Large","m6idn.large","8.0 GiB","2 vCPUs","0","118 GB                 NVMe SSD","Up to 25 Gigabit","$0.1591 hourly","$0.1003 hourly","$0.0447 hourly","$0.2511 hourly","$0.1923 hourly"
"C8G Extra Large","c8g.xlarge","8.0 GiB","4 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.1595 hourly","$0.1051 hourly","$0.0448 hourly","unavailable","unavailable"
"M7G Extra Large","m7g.xlarge","16.0 GiB","4 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.1632 hourly","$0.1080 hourly","$0.0507 hourly","unavailable","unavailable"
"M5ZN Large","m5zn.large","8.0 GiB","2 vCPUs","0","EBS only","Up to 25 Gigabit","$0.1652 hourly","$0.1041 hourly","$0.0471 hourly","$0.2572 hourly","$0.1961 hourly"
"R3 High-Memory Large","r3.large","15.25 GiB","2 vCPUs","0","32 GB                 SSD","Moderate","$0.1660 hourly","$0.1050 hourly","$0.0394 hourly","$0.2910 hourly","$0.2380 hourly"
"T3 Extra Large","t3.xlarge","16.0 GiB","4 vCPUs                                                         for a                   9h 36m                   burst","0","EBS only","Up to 5 Gigabit","$0.1664 hourly","$0.1043 hourly","$0.0579 hourly","$0.2400 hourly","$0.1779 hourly"
"R5DN Large","r5dn.large","16.0 GiB","2 vCPUs","0","75 GB                 NVMe SSD","Up to 25 Gigabit","$0.1670 hourly","$0.1050 hourly","$0.0374 hourly","$0.2590 hourly","$0.1970 hourly"
"X2GD Large","x2gd.large","32.0 GiB","2 vCPUs","0","118 GB                 NVMe SSD","Up to 10 Gigabit","$0.1670 hourly","$0.1029 hourly","$0.0446 hourly","unavailable","unavailable"
"C7I-FLEX Extra Large","c7i-flex.xlarge","8.0 GiB","4 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.1696 hourly","$0.1122 hourly","$0.0507 hourly","$0.3444 hourly","$0.2870 hourly"
"C5 High-CPU Extra Large","c5.xlarge","8.0 GiB","4 vCPUs","0","EBS only","Up to 10 Gigabit","$0.1700 hourly","$0.1070 hourly","$0.0657 hourly","$0.3540 hourly","$0.2910 hourly"
"C6I Extra Large","c6i.xlarge","8.0 GiB","4 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.1700 hourly","$0.1125 hourly","$0.0711 hourly","$0.3540 hourly","$0.2965 hourly"
"I8G Large","i8g.large","16.0 GiB","2 vCPUs","0","468 GB                 NVMe SSD","Up to 10 Gigabit","$0.1716 hourly","unavailable","$0.0543 hourly","unavailable","unavailable"
"M5A Extra Large","m5a.xlarge","16.0 GiB","4 vCPUs","0","EBS only","Up to 10 Gigabit","$0.1720 hourly","$0.1080 hourly","$0.0808 hourly","$0.3560 hourly","$0.2920 hourly"
"C5AD Extra Large","c5ad.xlarge","8.0 GiB","4 vCPUs","0","150 GB                 NVMe SSD","Up to 10 Gigabit","$0.1720 hourly","$0.1080 hourly","$0.0676 hourly","$0.3560 hourly","$0.2920 hourly"
"I4I Large","i4i.large","16.0 GiB","2 vCPUs","0","468 GB                 NVMe SSD","Up to 10 Gigabit","$0.1720 hourly","$0.1110 hourly","$0.0422 hourly","$0.2640 hourly","$0.2030 hourly"
"M6A Extra Large","m6a.xlarge","16.0 GiB","4 vCPUs","0","EBS only","Up to 12.5 Gigabit","$0.1728 hourly","$0.1143 hourly","$0.0691 hourly","$0.3568 hourly","$0.2983 hourly"
